Code,Description,CompCode,CompDescr,Code,Description
FCT_FILL,Vehicle Refuelling Area,EQ203,Leak Tight Vehicle Refuelling Area,PR6003,Major structural damage (HSSE Hazard)
FCT_FILL,Vehicle Refuelling Area,EQ204,Vehicle Refuelling Area,PR6003,Major structural damage (HSSE Hazard)
FCT_FILL,Vehicle Refuelling Area,EQ203,Leak Tight Vehicle Refuelling Area,PR6004,Minor structural damage
FCT_FILL,Vehicle Refuelling Area,EQ204,Vehicle Refuelling Area,PR6004,Minor structural damage
FCT_FILL,Vehicle Refuelling Area,EQ203,Leak Tight Vehicle Refuelling Area,PR6010,Leak proof surfaces cracked or damaged
FCT_FILL,Vehicle Refuelling Area,EQ204,Vehicle Refuelling Area,PR6177,Road surfaces cracked or damaged
FCT_FILL,Vehicle Refuelling Area,EQ202,Dispenser Island,PR6178,Dispenser island plinth or pump mounts damaged : major works
FCT_FILL,Vehicle Refuelling Area,EQ202,Dispenser Island,PR6179,Dispenser island plinth or pump mounts damaged : minor works
FCT_HGV,Truck Lanes,EQ205,HGV Lanes,PR6003,Major structural damage (HSSE Hazard)
FCT_HGV,Truck Lanes,EQ206,Leak Tight HGV Lanes,PR6003,Major structural damage (HSSE Hazard)
FCT_HGV,Truck Lanes,EQ205,HGV Lanes,PR6004,Minor structural damage
FCT_HGV,Truck Lanes,EQ206,Leak Tight HGV Lanes,PR6004,Minor structural damage
FCT_HGV,Truck Lanes,EQ206,Leak Tight HGV Lanes,PR6010,Leak proof surfaces cracked or damaged
FCT_HGV,Truck Lanes,EQ205,HGV Lanes,PR6177,Road surfaces cracked or damaged
FCT_KERB,Kerbing,EQ207,Kerbing,PR6003,Major structural damage (HSSE Hazard)
FCT_KERB,Kerbing,EQ207,Kerbing,PR6004,Minor structural damage
FCT_KERB,Kerbing,EQ207,Kerbing,PR6180,Kerbing damaged
FCT_LAND,Landscaping,EQ208,Landscaping,PR6003,Major structural damage (HSSE Hazard)
FCT_LAND,Landscaping,EQ208,Landscaping,PR6004,Minor structural damage
FCT_LAND,Landscaping,EQ208,Landscaping,PR6181,Landscaping maintenance required
FCT_PARK,Car Parking Area,EQ210,Car Parking Area,PR6003,Major structural damage (HSSE Hazard)
FCT_PARK,Car Parking Area,EQ211,Car Parking Area Canopy,PR6003,Major structural damage (HSSE Hazard)
FCT_PARK,Car Parking Area,EQ212,Security Lighting Columns,PR6003,Major structural damage (HSSE Hazard)
FCT_PARK,Car Parking Area,EQ210,Car Parking Area,PR6004,Minor structural damage
FCT_PARK,Car Parking Area,EQ211,Car Parking Area Canopy,PR6004,Minor structural damage
FCT_PARK,Car Parking Area,EQ212,Security Lighting Columns,PR6004,Minor structural damage
FCT_PARK,Car Parking Area,EQ210,Car Parking Area,PR6177,Road surfaces cracked or damaged
FCT_PARK,Car Parking Area,EQ211,Car Parking Area Canopy,PR6183,Customer / staff parking canopy damaged
FCT_PARK,Car Parking Area,EQ212,Security Lighting Columns,PR6184,Lighting column damaged
FCT_SURF,Surface / Pavement,EQ216,Road Surfaces,PR6177,Road surfaces cracked or damaged
FCT_SURF,Surface / Pavement,EQ213,Manhole and Covers,PR6185,Manhole or access cover damaged
FCT_SURF,Surface / Pavement,EQ213,Manhole and Covers,PR6186,Manhole or access cover missing
FCT_SURF,Surface / Pavement,EQ214,Pavement Stones,PR6187,Paving stones missing
FCT_SURF,Surface / Pavement,EQ215,Road and Lane Markings,PR6188,Road Markings Require Attension
FCT_TIGH,Leak Tight Wall,EQ217,Leak Tight Wall,PR6189,Leak tight refuelling area wall / splashback screen damaged
FOD_ABDU,Ambiant Display Unit,*513913,Ambiant Display Unit,PR6020,Glass broken (HSSE Hazard)
FOD_ABDU,Ambiant Display Unit,*513913,Ambiant Display Unit,PR6021,Glass cracked
FOD_ABDU,Ambiant Display Unit,*513913,Ambiant Display Unit,PR6166,Lighting fault
FOD_ABDU,Ambiant Display Unit,*513913,Ambiant Display Unit,PR8009,Unit not cooling/heating
FOD_BLEN,Brazilian Blender,*513892,Blender,PR6194,Food service equipment faulty or damaged
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR6020,Glass broken (HSSE Hazard)
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR6021,Glass cracked
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR6062,Electrical fault / power failure
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR6166,Lighting fault
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR6280,Unit vibrating or noisy
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR8006,Cake display inoperative (no cooling)
FOD_CAKE,Cake Display Unit,*514014,Cake Display Unit,PR8013,Cake display leaking water
FOD_COFF,Coffee Dispenser,EQ223,Coffee Machines,PR6194,Food service equipment faulty or damaged
FOD_COFF,Coffee Dispenser,EQ223,Coffee Machines,PR6197,All coffee machines faulty
FOD_CRUS,Ice Dispenser,EQ230,Ice Dispenser,PR6194,Food service equipment faulty or damaged
FOD_DOG,Hot Dog Roller Grill,EQ231,Hot Dog Roller Grill,PR6194,Food service equipment faulty or damaged
FOD_EXUN,Extraction Unit,EQ233,Extraction Unit,PR6198,Air / smoke extractor faulty
FOD_EXUN,Extraction Unit,EQ234,Extraction Unit Filters,PR6199,Air / smoke extractor filters full or blocked
FOD_FAT,Fat Extractor,EQ236,Fat Extractor,PR6194,Food service equipment faulty or damaged
FOD_FCNT,Counter,EQ237,Food Counters,PR6192,Counters damaged or broken
FOD_FCNT,Counter,EQ238,Sales Counters,PR6192,Counters damaged or broken
FOD_FRY,Fryer,EQ239,Deep Fryer,PR6194,Food service equipment faulty or damaged
FOD_GRIN,Brazilian Grinder,*514225,Grinder,PR6194,Food service equipment faulty or damaged
FOD_HOT,Heating Plate,EQ240,Heating Plate,PR6194,Food service equipment faulty or damaged
FOD_JUIC,Juice Dispensers,EQ241,Juice Dispensers,PR6194,Food service equipment faulty or damaged
FOD_MICR,Microwaves,EQ242,Microwaves,PR6194,Food service equipment faulty or damaged
FOD_MISC,Food Miscellaneous,EQ243,Bread Maker,PR6194,Food service equipment faulty or damaged
FOD_MISC,Food Miscellaneous,EQ246,Food Miscellaneous,PR6194,Food service equipment faulty or damaged
FOD_MISC,Food Miscellaneous,EQ247,General Kitchen Equipment,PR6194,Food service equipment faulty or damaged
FOD_MISC,Food Miscellaneous,EQ250,Newspaper / Product Stands,PR6202,Shop Newspaper / Product stands faulty or damaged
FOD_MISC,Food Miscellaneous,EQ445,Water Filtration System,PR6467,Water filtration system faulty or damaged
FOD_OVEN,Ovens,EQ252,Ovens,PR6020,Glass broken (HSSE Hazard)
FOD_OVEN,Ovens,EQ252,Ovens,PR6021,Glass cracked
FOD_OVEN,Ovens,EQ252,Ovens,PR6062,Electrical fault / power failure
FOD_OVEN,Ovens,EQ252,Ovens,PR6166,Lighting fault
FOD_OVEN,Ovens,EQ252,Ovens,PR6194,Food service equipment faulty or damaged
FOD_OVEN,Ovens,EQ252,Ovens,PR6313,Door faulty (including door seals)
FOD_OVEN,Ovens,EQ252,Ovens,PR6460,Filter replacement required
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6020,Glass broken (HSSE Hazard)
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6021,Glass cracked
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6062,Electrical fault / power failure
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6166,Lighting fault
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6018,Door faulty or damaged
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR6193,Heating element faulty
FOD_PIEW,Pie Display Warmer Unit,*514236,Pie Warmer,PR8001,Fan noisy
FOD_PROV,Prover,*514562,Prover,PR6020,Glass broken (HSSE Hazard)
FOD_PROV,Prover,*514562,Prover,PR6021,Glass cracked
FOD_PROV,Prover,*514562,Prover,PR6062,Electrical fault / power failure
FOD_PROV,Prover,*514562,Prover,PR6166,Lighting fault
FOD_PROV,Prover,*514562,Prover,PR6194,Food service equipment faulty or damaged
FOD_PROV,Prover,*514562,Prover,PR6313,Door faulty (including door seals)
FOD_SCAL,Food Scales,EQ257,Food Scales,PR6204,Food scales faulty or damaged
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6062,Electrical fault / power failure
FSY_DISP,Dispenser,EQ263,Dispenser Power Supply,PR6062,Electrical fault / power failure
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6063,Dispenser nozzle faulty
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6064,Dispenser panels damaged
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6065,Dispenser slow or incomplete fuel delivery
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6067,Dispenser display faulty
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6068,Dispenser hose faulty
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6069,Fuel Leak : dispenser nozzle or hose
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6166,Lighting fault
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6210,One Grade inoperative
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6211,Vandalism / Graffiti
FSY_DISP,Dispenser,EQ262,Dispenser Metering,PR6212,Metering system faulty or damaged
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6214,Dispensers inoperative over 50% of Grade effected on Site
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6215,Dispensers inoperative  less than 50% of Grade effected on Site
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6216,Dispenser auto-start flap faulty
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6217,Dispenser doesn't stop at the requested volume / purchase amount
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6217,Dispenser doesn't stop at the requested volume / purchase amount
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6219,Dispenser noisy
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6220,Dispenser totally inoperative
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6222,High Speed Diesel (HGV) dispenser Inoperative
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6223,Volume pre-setting buttons faulty
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6226,Fuel Spill : major (HSSE Hazard)
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6227,Fuel Spill : minor
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6228,Fuel Leak : dispenser internal connections / pump unit
FSY_DISP,Dispenser,EQ261,Dispenser (n),PR6349,Door locks faulty or damaged
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6468,Dispenser calibration required
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6469,Hose couplings / connections damaged
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR6470,Hose retractor faulty or damaged
FSY_DISP,Dispenser,EQ264,Fuelling Position (n),PR8002,Attendant tag faulty
FSY_GAUG,Tank Gauge (ATG),EQ268,Tank Gauges,PR6233,Tank level gauge: unable to print report
FSY_GAUG,Tank Gauge (ATG),EQ267,Tank Gauge Alarm,PR6234,Tank alarm: probe fault
FSY_GAUG,Tank Gauge (ATG),EQ267,Tank Gauge Alarm,PR6235,Tank alarm: water alarm activated
FSY_GAUG,Tank Gauge (ATG),EQ267,Tank Gauge Alarm,PR6236,Tank alarm: water level warning
FSY_GAUG,Tank Gauge (ATG),EQ268,Tank Gauges,PR6237,Tank auto:level polling (Pol-cat) faulty
FSY_GAUG,Tank Gauge (ATG),EQ268,Tank Gauges,PR8004,ATG Clock setting out
FSY_GAUG,Tank Gauge (ATG),EQ268,Tank Gauges,PR8005,ATG Variance on readings
FSY_GAUG,Tank Gauge (ATG),EQ268,Tank Gauges,PR8006,ATG not operational
FSY_LEAK,Leak Detection System,EQ275,Manhole Water Leak Detection,PR6240,Tanks: water in off-set fill point or on top of tank
FSY_LEAK,Leak Detection System,EQ270,Ground Water Sampling Point,PR6241,Leak detected from ground water sampling point
FSY_LEAK,Leak Detection System,EQ273,Leak Detection System Pipework,PR6244,Pipework alarm: fuel leak alarm (double-skin system)
FSY_LEAK,Leak Detection System,EQ274,Leak Detection System Tanks,PR6245,Tank alarm: leak indication
FSY_LEAK,Leak Detection System,EQ274,Leak Detection System Tanks,PR6246,Tank alarm: single skin tank alarm
FSY_LEAK,Leak Detection System,EQ275,Manhole Water Leak Detection,PR6250,Ground water sampling point indicates a fuel leak
FSY_LEAK,Leak Detection System,EQ275,Manhole Water Leak Detection,PR6251,Manhole water leak detected
FSY_LEAK,Leak Detection System,EQ273,Leak Detection System Pipework,PR6496,PLLD alarm
FSY_LEAK,Leak Detection System,EQ273,Leak Detection System Pipework,PR6497,PLLD alarm: fuel grade cut-off activated
FSY_OFP,Overfill Protection,EQ276,Overfill Protection,PR6252,Tank electrical overfill protection system faulty
FSY_OFP,Overfill Protection,EQ276,Overfill Protection,PR6253,Tank mechanical overfill protection system faulty
FSY_OFP,Overfill Protection,EQ276,Overfill Protection,PR6254,Tank overfill protection system faulty Tanker Delivery Not Possible
FSY_PIPE,Pipework,EQ277,Emergency Fuel Cut-off System,PR6070,Emergency stop button / system faulty (no fuel flow)
FSY_PIPE,Pipework,EQ279,Pipework,PR6072,Above ground pipe work / valves : major repairs (HSSE Hazard)
FSY_PIPE,Pipework,EQ279,Pipework,PR6073,Above ground pipe work / valves faulty or minor damage
FSY_PIPE,Pipework,EQ279,Pipework,PR6074,Under ground pipe work / valves damaged : major repairs (HSSE Hazard)
FSY_PIPE,Pipework,EQ279,Pipework,PR6075,Under ground pipe work / valves faulty or damaged : minor repairs
FSY_PIPE,Pipework,EQ278,Fillingpoint Cover / Box,PR6255,"Tanker delivery: connection covers / caps / jack damaged, faulty or missing"
FSY_PIPE,Pipework,EQ279,Pipework,PR6256,Tank vent stacks faulty or damaged
FSY_PIPE,Pipework,EQ279,Pipework,PR6257,Tanks/pipe work valves blocked
FSY_PIPE,Pipework,*515673,Pipework Dip Cap,PR6258,Tanker delivery: connections / couplings / caps damaged or faulty but operational
FSY_PIPE,Pipework,EQ280,Pipework Filler Cap,PR6258,Tanker delivery: connections / couplings / caps damaged or faulty but operational
FSY_PIPE,Pipework,*515673,Pipework Dip Cap,PR6259,Tanker delivery: connections / couplings / caps damaged or faulty not operational
FSY_PIPE,Pipework,EQ280,Pipework Filler Cap,PR6259,Tanker delivery: connections / couplings / caps damaged or faulty not operational
FSY_PIPE,Pipework,EQ281,Pipework Line Testing,PR6260,Pipe work pressure test required
FSY_PIPE,Pipework,EQ278,Fillingpoint Cover / Box,PR6281,Water leaking
FSY_PIPE,Pipework,EQ279,Pipework,PR6471,Tank vent stacks pressure relief valve faulty or damaged
FSY_SUB,Fuel Systems Submersible Pump,EQ282,Fuel Systems Submersible Pump,PR6261,Tanks: submersible pump low pressure or faulty
FSY_SUB,Fuel Systems Submersible Pump,EQ282,Fuel Systems Submersible Pump,PR6262,Tanks: submersible pump not operational
FSY_SUB,Fuel Systems Submersible Pump,EQ282,Fuel Systems Submersible Pump,PR6472,Tanks: submersible pump open electical
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR8014,Tanks : Tank Cleaning
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR6248,Tank dip indicates increasing water level (significant quantities)
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR6249,Tank dip indicates increasing water level (small quantities)
FSY_TANK,Fuel Tanks,EQ284,Tank - Tank and Line Testing,PR6263,Tank pressure test required
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR6264,Tank dip pipe damaged or broken
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR6265,Tanker delivery: fuel discharging too slowly
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR6503,Tank Problem Unable to make Delivery
FSY_TANK,Fuel Tanks,EQ283,Fuel Tanks,PR8003,Tanks : not syphoning
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6273,Air-conditioning unit totally inoperative (Summer)
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6274,Air-conditioning unit totally inoperative (Winter)
HVC_AIR,Aircon Units,EQ289,Air Curtain,PR6275,Shop entrance: air curtain inoperative
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6276,Temperature too high (Summer)
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6277,Temperature too high (Winter)
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6278,Temperature too low (Summer)
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6279,Temperature too low (Winter)
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6280,Unit vibrating or noisy
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6281,Water leaking
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6460,Filter replacement required
HVC_AIR,Aircon Units,EQ288,Air Conditioning Units,PR6483,Inspected HVAC condessor / compressor requires replacement
HVC_DUCT,Ductwork,EQ290,Electrical Ductwork / Cabling,PR6162,Electrical wiring / cables damaged or loose
HVC_FANS,General Ventilation Fans,EQ291,General Ventilation Fans,PR6282,Ventilation fans faulty
PRM_CANO,Canopy Fascia,EQ310,Canopy Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_CANO,Canopy Fascia,EQ311,Red Bar equipped with LED Lighting,PR6003,Major structural damage (HSSE Hazard)
PRM_CANO,Canopy Fascia,EQ312,Red Bar equipped with Tube  Lighting,PR6003,Major structural damage (HSSE Hazard)
PRM_CANO,Canopy Fascia,EQ447,"Canopy ""Shell"" Logo Type",PR6003,Major structural damage (HSSE Hazard)
PRM_CANO,Canopy Fascia,EQ310,Canopy Fascia,PR6004,Minor structural damage
PRM_CANO,Canopy Fascia,EQ311,Red Bar equipped with LED Lighting,PR6004,Minor structural damage
PRM_CANO,Canopy Fascia,EQ312,Red Bar equipped with Tube  Lighting,PR6004,Minor structural damage
PRM_CANO,Canopy Fascia,EQ447,"Canopy ""Shell"" Logo Type",PR6004,Minor structural damage
PRM_CANO,Canopy Fascia,EQ311,Red Bar equipped with LED Lighting,PR6166,Lighting fault
PRM_CANO,Canopy Fascia,EQ312,Red Bar equipped with Tube  Lighting,PR6166,Lighting fault
PRM_FASC,Prime Fascia,EQ313,Building Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ314,Flag Sign Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ315,Monoltih Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ316,Motorway Price Sign Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ317,Pole Sign Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ318,Pylon Sign Fascia,PR6003,Major structural damage (HSSE Hazard)
PRM_FASC,Prime Fascia,EQ313,Building Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ314,Flag Sign Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ315,Monoltih Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ316,Motorway Price Sign Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ317,Pole Sign Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ318,Pylon Sign Fascia,PR6004,Minor structural damage
PRM_FASC,Prime Fascia,EQ313,Building Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ314,Flag Sign Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ315,Monoltih Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ316,Motorway Price Sign Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ317,Pole Sign Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ318,Pylon Sign Fascia,PR6305,Fascia panels damaged
PRM_FASC,Prime Fascia,EQ315,Monoltih Fascia,PR6306,Price display / brand fascia panels damaged
PRM_FASC,Prime Fascia,EQ316,Motorway Price Sign Fascia,PR6306,Price display / brand fascia panels damaged
PRM_FLAG,Flag Sign,EQ320,Flag Sign,PR6003,Major structural damage (HSSE Hazard)
PRM_FLAG,Flag Sign,EQ320,Flag Sign,PR6004,Problem (Fault) Description
PRM_MONO,Prime Sign,EQ321,Monolith,PR6003,Major structural damage (HSSE Hazard)
PRM_MONO,Prime Sign,EQ321,Monolith,PR6004,Minor structural damage
PRM_MONO,Prime Sign,EQ321,Monolith,PR6166,Lighting fault
PRM_MONO,Prime Sign,EQ321,Monolith,PR6474,Price display font track damaged
PRM_PCU,Price Control Unit,EQ325,Price Control Unit Electrical,PR6062,Electrical fault / power failure
PRM_PCU,Price Control Unit,EQ326,Price Control Unit Remote Control Unit,PR6062,Electrical fault / power failure
PRM_PCU,Price Control Unit,EQ322,General Price Sign Price Change Unit,PR6307,"Price change unit faulty, mechanical fault"
PRM_PCU,Price Control Unit,EQ323,Monolith Price Change Unit,PR6307,"Price change unit faulty, mechanical fault"
PRM_PCU,Price Control Unit,EQ324,Motorway Sign Price Change Unit,PR6307,"Price change unit faulty, mechanical fault"
PRM_PCU,Price Control Unit,EQ327,Slim Line (Low Level Price) Price Change Unit,PR6307,"Price change unit faulty, mechanical fault"
PRM_POLE,Pole Sign,EQ328,Pole Sign,PR6003,Major structural damage (HSSE Hazard)
PRM_POLE,Pole Sign,EQ328,Pole Sign,PR6004,Minor structural damage
PRM_PORT,Porticos,EQ329,Building Porticos,PR6003,Major structural damage (HSSE Hazard)
PRM_PORT,Porticos,EQ329,Building Porticos,PR6004,Minor structural damage
PRM_PYLO,Pylon Sign ( Above 14 Mtrs ),EQ332,Pylon Sign ( Above 14 Mtrs ),PR6003,Major structural damage (HSSE Hazard)
PRM_PYLO,Pylon Sign ( Above 14 Mtrs ),EQ332,Pylon Sign ( Above 14 Mtrs ),PR6004,Minor structural damage
REF_COMP,Condensing Unit,EQ335,Fridge Condensing Unit,PR6435,Compressor faulty but operational
REF_COMP,Condensing Unit,EQ336,Freezer Condensing Unit,PR6435,Compressor faulty but operational
REF_COMP,Condensing Unit,EQ335,Fridge Condensing Unit,PR6436,Compressor totally inoperative
REF_COMP,Condensing Unit,EQ336,Freezer Condensing Unit,PR6436,Compressor totally inoperative
REF_COMP,Condensing Unit,EQ335,Fridge Condensing Unit,PR6499,Inspected fridge condensor requires replacement
REF_COMP,Condensing Unit,EQ336,Freezer Condensing Unit,PR6499,Inspected fridge condensor requires replacement
REF_FREZ,Freezers,EQ337,Outside Display Freezers,PR6310,External bagged ice freezer inoperative (no freezing)
REF_FREZ,Freezers,EQ337,Outside Display Freezers,PR6311,External freezers inoperative (no freezing)
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR6312,All freezers inoperative (no freezing)
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR6313,Door faulty (including door seals)
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR6314,Freezer ice build-up
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR6315,One freezer inoperative (no freezing)
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR6316,Thermostat faulty (not cold / too cold)
REF_FREZ,Freezers,EQ339,Utility / Storeroom Freezers,PR6317,Storeroom freezer faulty (no freezing)
REF_FREZ,Freezers,EQ339,Utility / Storeroom Freezers,PR8007,Storeroom freezer lights not operational
REF_FREZ,Freezers,EQ338,Shop Display Freezers,PR8011,Freezer is leaking water
REF_FREZ,Freezers,EQ339,Utility / Storeroom Freezers,PR8012,Fridge making a noise
REF_FRID,Fridges,EQ340,Shop Display Fridges,PR6313,Door faulty (including door seals)
REF_FRID,Fridges,EQ340,Shop Display Fridges,PR6316,Thermostat faulty (not cold / too cold)
REF_FRID,Fridges,EQ340,Shop Display Fridges,PR6318,All fridges inoperative  (no cooling)
REF_FRID,Fridges,EQ340,Shop Display Fridges,PR6319,Fresh fruit / sandwiches display fridges faulty or damaged
REF_FRID,Fridges,EQ340,Shop Display Fridges,PR6320,One fridge inoperative (no cooling)
REF_FRID,Fridges,EQ341,Utility / Storeroom Fridges,PR6321,Storeroom fridge faulty (no cooling)
REF_FRID,Fridges,EQ341,Utility / Storeroom Fridges,PR8008,Storeroom fridge lights not operational
REF_FRID,Fridges,EQ341,Utility / Storeroom Fridges,PR8012,Fridge making a noise
SAF_CNTR,Counter Safety (Bullet Proof Area),EQ351,Counter Safety (Bullet Proof Area),PR6339,Staff counter safety screens faulty or damaged
SAF_CNTR,Counter Safety (Bullet Proof Area),EQ351,Counter Safety (Bullet Proof Area),PR6340,Staff counter safety screens will not close
SAF_FIRE,Fire Equipment,EQ353,Fire Equipment,PR6342,Fire extinguisher faulty or missing
SAF_FIRE,Fire Equipment,EQ353,Fire Equipment,PR6343,Sand box damaged or missing
SAF_FIRE,Fire Equipment,EQ353,Fire Equipment,PR6344,Smoke extraction system faulty
SAF_FIRE,Fire Equipment,EQ354,Sprinkler System,PR6345,Fire (sprinkler) protection system faulty
SAF_FIRE,Fire Equipment,EQ446,Canopy Fire Suppression System,PR6473,Canopy fire suppression system faulty or needs inspected
SAF_FIRE,Fire Equipment,EQ353,Fire Equipment,PR6492,Inspect/repair/replace dispenser UDC fire extinguisher
SAF_LOCK,Locks,EQ358,Digital / Keypad Locks,PR6348,Door digital / keypad lock faulty or damaged
SAF_LOCK,Locks,EQ360,External Security Door Locks,PR6348,Door digital / keypad lock faulty or damaged
SAF_LOCK,Locks,EQ363,Office Digital / Keypad Locks,PR6348,Door digital / keypad lock faulty or damaged
SAF_LOCK,Locks,EQ367,Staff Security Case Digital / Keypad Locks,PR6348,Door digital / keypad lock faulty or damaged
SAF_LOCK,Locks,EQ357,Car Wash Door Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ359,Electrical Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ361,General Key Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ362,Internal non-security door locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ364,Remote Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ366,Shop Entrance Sliding / Normal Door Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ368,Workshop Main / Roller Door Locks,PR6349,Door locks faulty or damaged
SAF_LOCK,Locks,EQ364,Remote Locks,PR6350,Door electric lock faulty or damaged
SAF_LOCK,Locks,EQ365,Shop Automatic Door Locks,PR6350,Door electric lock faulty or damaged
SAF_LOCK,Locks,EQ365,Shop Automatic Door Locks,PR6351,Door remote locking operation faulty or damaged
SAF_RAM,Anti-Ram Bollards,EQ370,Anti-Ram Bollards,PR6353,Anti-ram bollards faulty or damaged
SAF_RAM,Anti-Ram Bollards,EQ370,Anti-Ram Bollards,PR6354,Dispenser island bollards faulty or damaged
SAF_SAFE,Safes,EQ372,Safes,PR6190,Cash dispenser damaged or vandalised
SAF_SAFE,Safes,EQ371,Change Dump Safe,PR6329,Change (coin rolls / small notes) dispenser faulty or damaged
SAF_SAFE,Safes,EQ372,Safes,PR6355,Safe door / lock faulty or damaged
SEC_CWBO,Car Wash Bollards,EQ377,Car Wash Bollards,PR6353,Anti-ram bollards faulty or damaged
SEC_CWDR,Car Wash Directional Signs,EQ378,Car Wash Directional Signs,PR6305,Fascia panels damaged
SEC_CWIN,Car Wash Instruction Signs,EQ379,Car Wash Instruction Signs,PR6305,Fascia panels damaged
SEC_DIR,Direction Signs,EQ381,Direction Signs,PR6305,Fascia panels damaged
